Temperature,Soil,Light,Humid,Rainfall,Label
20.4,2,2,67.59,235.33,Kuping Gajah
24.56,1,1,68.82,250.34,Kuping Gajah
29.18,1,1,51.91,262.94,Kuping Gajah
30.2,2,1,67.74,254.73,Kuping Gajah
18.88,3,1,66.02,242.56,Kuping Gajah
28.82,1,1,68.4,241.67,Kuping Gajah
26.13,1,2,69.38,243.03,Kuping Gajah
22.06,1,2,70.57,234.74,Kuping Gajah
18.44,1,1,51.82,236.27,Kuping Gajah
25.59,2,2,57.65,265.06,Kuping Gajah
19.01,3,1,64.86,250.81,Kuping Gajah
26.54,1,2,55.64,236.01,Kuping Gajah
29.47,1,2,69.21,251.06,Kuping Gajah
30.95,1,2,56.01,243.54,Kuping Gajah
19.38,2,2,55.09,259.82,Kuping Gajah
22.03,3,2,69.62,233.82,Kuping Gajah
29.14,1,2,56.03,246.05,Kuping Gajah
29.3,2,2,56.01,255.17,Kuping Gajah
21.81,2,2,57.12,247.06,Kuping Gajah
28.23,1,1,70.42,256.37,Kuping Gajah
26.18,1,2,52.84,252.34,Kuping Gajah
23.07,2,1,60.19,251.83,Kuping Gajah
21.67,3,2,56.64,238.73,Kuping Gajah
20.86,1,2,52.87,245.01,Kuping Gajah
25.66,3,2,58.52,258.87,Kuping Gajah
21.01,1,1,63.49,235.83,Kuping Gajah
25.07,1,2,59.67,260.29,Kuping Gajah
18.47,1,2,56.4,241.38,Kuping Gajah
30.6,1,1,68.63,246.45,Kuping Gajah
18.03,2,2,56.49,248.9,Kuping Gajah
19.19,1,1,50.39,240.24,Kuping Gajah
30.32,2,1,61.79,263.8,Kuping Gajah
29.1,2,2,51.9,256.28,Kuping Gajah
24.99,1,2,67.2,233.37,Kuping Gajah
26.2,2,2,59.49,260.1,Kuping Gajah
29.95,3,2,51.58,239.74,Kuping Gajah
28.78,1,1,59.95,247.03,Kuping Gajah
25.97,2,1,59.09,260.94,Kuping Gajah
19.4,1,1,58.83,263.89,Kuping Gajah
30.05,2,2,64,264.16,Kuping Gajah
19.55,1,2,69.01,253.14,Kuping Gajah
20.12,2,1,64.24,244.05,Kuping Gajah
22.46,1,2,54.76,261.42,Kuping Gajah
18.11,1,2,53.59,250.91,Kuping Gajah
26.47,3,1,54.21,264.43,Kuping Gajah
20.03,1,1,60.81,251.86,Kuping Gajah
26.01,2,2,58.84,240.57,Kuping Gajah
25.08,3,1,52.98,253.87,Kuping Gajah
21.29,1,1,59.77,251.02,Kuping Gajah
19.66,1,2,50.06,258.17,Kuping Gajah
28.56,1,2,63.1,247.75,Kuping Gajah
22.96,2,2,59.33,265.38,Kuping Gajah
21.09,3,2,70.69,244.34,Kuping Gajah
26.53,1,2,53.36,234.25,Kuping Gajah
25.29,1,1,59.26,259.34,Kuping Gajah
23.33,1,1,86.27,92.11,Lavender
27.86,1,1,80.66,50.69,Lavender
19.38,2,1,94.77,87.54,Lavender
21.41,1,1,86.5,72.93,Lavender
17.8,1,1,95.11,102.66,Lavender
23.26,3,1,91.56,81.85,Lavender
16.58,1,1,94.69,76.03,Lavender
26.39,2,1,93.17,52.13,Lavender
25.3,3,1,90.35,43.52,Lavender
25.2,3,1,81.09,33.47,Lavender
23.36,2,1,93.42,98.07,Lavender
27.72,2,1,91.09,58.99,Lavender
21.97,3,1,95.33,64.05,Lavender
27.26,3,1,82.28,110.42,Lavender
17.73,1,1,81.4,43.82,Lavender
17.54,1,1,88.3,83.19,Lavender
22.08,2,1,85.76,58.87,Lavender
21.64,3,1,95.36,25.34,Lavender
31.92,3,1,91.26,87.76,Lavender
29.95,2,1,87.14,30.59,Lavender
19.27,1,1,83.08,86.46,Lavender
31.03,1,1,87.09,66.87,Lavender
26.77,1,1,87.46,81.98,Lavender
25.58,1,1,80.15,83.19,Lavender
27.66,1,1,84.12,83.55,Lavender
16.18,3,1,83.93,71.57,Lavender
27.05,1,1,86.1,105.23,Lavender
29.22,3,1,86.78,106.41,Lavender
16.35,1,1,84.28,95.78,Lavender
24.51,3,1,81.8,113.57,Lavender
29.81,1,1,82.22,87.5,Lavender
30.89,3,1,91.01,96.72,Lavender
18.86,1,1,95.29,51.29,Lavender
19.21,3,1,85.52,29.98,Lavender
19.87,1,1,82.28,67.49,Lavender
28.79,1,1,84.16,25.57,Lavender
27.59,2,1,82.43,94.73,Lavender
23.73,2,1,83.12,62.7,Lavender
26.06,1,1,90.59,57.32,Lavender
16.64,1,1,86.16,30.75,Lavender
29.68,1,1,84.01,113.1,Lavender
28.22,1,1,89.3,71.17,Lavender
16.89,2,1,94.37,81.07,Lavender
20.74,1,1,80.39,108.76,Lavender
21.25,1,1,89.55,103.29,Lavender
29.86,2,1,90.75,62.7,Lavender
27.09,1,1,86.93,72.73,Lavender
29.71,2,1,94.73,38.02,Lavender
18.46,2,1,82.72,112.95,Lavender
25.65,1,1,80.19,108.61,Lavender
20.92,1,1,93.44,80.25,Lavender
20.6,2,1,86.33,52.41,Lavender
31.18,1,1,93.28,107.91,Lavender
23.98,1,1,95.93,44.04,Lavender
16.28,1,1,81.84,25.43,Lavender
16.19,1,1,93.32,68.37,Lavender
23.24,3,1,92.17,99.18,Lavender
29.57,1,1,92.42,26.26,Lavender
17.47,1,1,87.03,88.24,Lavender
27.77,1,1,89.75,79.14,Lavender
20.41,1,1,83.96,33.71,Lavender
22.42,1,1,80.51,51.2,Lavender
29.63,3,1,91.64,101.43,Lavender
21.11,1,1,82.22,84.98,Lavender
28.62,1,1,84.79,60.66,Lavender
29.15,3,1,80.86,37.98,Lavender
26.69,1,1,89.05,72.01,Lavender
30.47,2,1,93.72,84.96,Lavender
26.82,2,1,81.17,31.2,Lavender
28.96,1,1,86.27,44.59,Lavender
18.47,2,1,93.32,50.82,Lavender
27.68,1,1,92.39,74.18,Lavender
26.01,1,1,83.42,109.3,Lavender
16.1,1,1,84.02,86.42,Lavender
31.89,1,1,90.1,25.75,Lavender
21.6,1,1,83.83,95.55,Lavender
17,1,1,85.49,29.61,Lavender
18.69,1,1,92.5,103.46,Lavender
20.03,1,1,89.87,63.93,Lavender
21.65,2,1,81.71,107.9,Lavender
27.32,1,1,86.16,78.38,Lavender
28.47,1,1,83.17,57.75,Lavender
31.91,1,1,88.73,82.3,Lavender
18.79,2,1,95.18,33.01,Lavender
20.59,1,1,87.99,25.33,Lavender
30.14,3,1,93.36,44.15,Lavender
28.36,1,1,90.87,103.33,Lavender
30.81,3,1,87.37,64.68,Lavender
30.07,3,1,94.63,101.23,Lavender
22.17,1,1,95.56,51.89,Lavender
31.25,1,1,95.15,89.15,Lavender
29.18,1,1,94.06,31.9,Lavender
30.52,2,1,91.85,111.45,Lavender
25.1,3,1,94.67,101.04,Lavender
27.44,1,1,83.1,38.81,Lavender
30.27,3,1,93.95,42.61,Lavender
24.69,1,1,88.01,26.56,Lavender
18.17,1,1,82.33,115.02,Lavender
28.53,2,1,87.89,105.14,Lavender
24.41,3,1,80.62,47.79,Lavender
16.28,1,1,94.5,81.53,Lavender
31.58,3,1,84.14,102.39,Lavender
18.06,3,1,84.27,98.61,Lavender
31.22,3,1,87.1,47.01,Lavender
30.27,1,1,83.03,73.94,Lavender
24.41,2,1,94.82,80.12,Lavender
16.31,1,1,91.03,39.91,Lavender
17.54,1,1,90.86,37.36,Lavender
21.2,1,1,94.67,38.23,Lavender
23.64,1,1,82.11,116.56,Lavender
30.29,3,1,84.16,90.24,Lavender
22.08,1,1,90.66,93.73,Lavender
28.75,1,1,91.01,39.84,Lavender
16.44,1,1,93.34,25.2,Lavender
24.32,2,1,91.64,83.12,Lavender
17.72,1,1,80.66,27.25,Lavender
30.42,1,1,89.98,106.19,Lavender
25.18,1,1,92.56,77.06,Lavender
19.41,2,1,93.9,33,Lavender
24.74,3,1,93.95,51.98,Lavender
26.76,1,1,83.1,32.3,Lavender
20.64,1,1,83.92,91.23,Lavender
22.98,1,1,89.65,87.19,Lavender
17.08,1,1,87.47,76.79,Lavender
28.03,2,1,85.76,83.62,Lavender
25.12,1,1,95.44,74.03,Lavender
31.84,1,1,83.44,26.4,Lavender
30.88,1,1,93.62,94.08,Lavender
27.1,1,1,89.69,45.71,Lavender
26.64,1,1,91.13,111.96,Lavender
23.5,3,1,92.38,39.63,Lavender
19.91,1,1,87.54,58.9,Lavender
23.67,1,1,95.59,61.1,Lavender
18.16,1,1,87.69,29.54,Lavender
29.86,1,1,84.52,38.51,Lavender
28.32,1,1,94.5,112.9,Lavender
27.86,1,1,87.73,115,Lavender
25.14,1,1,94.86,115.34,Lavender
20.46,1,1,88.5,49.26,Lavender
30.53,2,1,83.62,45.74,Lavender
31.56,3,1,85.5,66.57,Lavender
18.18,2,1,95.71,91.6,Lavender
20.56,3,1,83.36,40.42,Lavender
27,1,1,85.8,106.74,Lavender
27.29,1,1,84.61,59.45,Lavender
23.62,1,1,91.46,94.78,Lavender
21.49,3,1,83.71,28.41,Lavender
27.94,1,1,93.31,113.46,Lavender
23.46,3,1,95.34,75.72,Lavender
26.01,1,1,86.66,104.61,Lavender
26.63,1,1,87.89,82.86,Lavender
24.92,1,1,92.59,106.33,Lavender
22.36,1,1,87.06,83.9,Lavender
23.82,1,1,81.11,87.46,Lavender
21.08,1,1,88.7,65.56,Lavender
25.34,1,1,88.36,55.18,Lavender
19.51,3,1,86.71,96.26,Lavender
31.37,1,1,84.63,42.77,Lavender
22.2,1,1,83.91,111.33,Lavender
17.66,2,1,88.56,113.08,Lavender
27.31,1,1,82.5,112.08,Lavender
16.47,1,1,82.07,54.49,Lavender
17.34,3,1,87.85,32.73,Lavender
24.02,1,1,85.87,34.82,Lavender
24.05,1,1,92.51,89.01,Lavender
20.33,2,1,86.27,54.2,Lavender
31.55,1,1,94.53,25.81,Lavender
17.44,2,1,82.47,48.16,Lavender
26.43,2,1,94.61,105.45,Lavender
25.77,1,1,82.8,63.58,Lavender
31.43,2,1,83.69,38.97,Lavender
27.37,1,1,83.44,89.86,Lavender
21.13,2,1,92.54,105.45,Lavender
16.12,1,1,86.72,107.72,Lavender
22.22,1,1,93.64,53.09,Lavender
31.01,1,1,90.5,60.53,Lavender
26.72,3,1,81.72,72.09,Lavender
20.89,1,1,80.41,38.68,Lavender
16.45,1,1,89.44,26.4,Lavender
16.26,2,1,94.31,36.86,Lavender
28.16,1,1,83.58,105.93,Lavender
27.67,2,1,87.14,44.31,Lavender
19.15,1,1,80.72,25.76,Lavender
19.38,3,1,87.73,30.76,Lavender
18.38,3,1,92.79,26.63,Lavender
30.96,1,1,87.67,38.14,Lavender
27.98,3,1,86.94,69.99,Lavender
27.91,1,1,83.91,112.94,Lavender
30.43,2,1,88.55,77.37,Lavender
31.7,1,1,93.44,79.06,Lavender
26.48,2,1,88.78,65.5,Lavender
25.06,1,1,84.69,72.95,Lavender
24.55,2,1,92.6,74.32,Lavender
18.63,1,1,81.76,68.95,Lavender
30.9,3,1,80.57,72.7,Lavender
19.78,1,1,83.18,95.36,Lavender
26.34,1,1,88.49,100.99,Lavender
28.47,1,1,84.75,32.17,Lavender
25.13,2,1,90.92,33.47,Lavender
26.76,1,1,93.47,86.86,Lavender
18.49,2,1,85.08,63.24,Lavender
17.67,1,1,92.02,51.98,Lavender
17.16,1,1,83.9,56.22,Lavender
30.33,1,1,93.15,80.12,Lavender
21.65,2,1,94.78,89.4,Lavender
17.11,1,1,86.4,94.07,Lavender
24.37,3,1,81.42,35.23,Lavender
25.55,1,1,86.47,50.03,Lavender
29.41,1,1,85.97,49.22,Lavender
19.04,2,1,88.15,55.91,Lavender
16.52,1,1,87.97,97.38,Lavender
31.17,2,1,94,51.51,Lavender
26.71,2,1,89.91,29.52,Lavender
16.11,1,1,81.23,65.03,Lavender
29.95,3,1,90.49,97.98,Lavender
16.51,3,1,92.57,57.44,Lavender
28.75,2,1,82.48,79.2,Lavender
25.92,1,1,83.38,53.89,Lavender
21.55,1,1,94.56,79.06,Lavender
18.71,2,1,95.27,77.34,Lavender
17.03,3,1,81.53,81.43,Lavender
25.5,2,1,94.83,93.23,Lavender
16.79,1,1,95.99,40.43,Lavender
31.12,1,1,87.47,37.84,Lavender
20.79,1,1,93.28,31.9,Lavender
28.43,2,1,83.1,36.14,Lavender
20.64,1,1,87.65,61.61,Lavender
19.27,2,1,81.78,107.27,Lavender
30.68,3,1,91.19,96.37,Lavender
29.47,1,1,86.13,49.64,Lavender
25.33,1,1,82.34,52.84,Lavender
26.31,1,1,83.55,89.99,Lavender
27.34,1,1,82.1,75.56,Lavender
30.31,1,1,85.62,28.05,Lavender
23.62,3,1,93.5,108.43,Lavender
23.81,3,1,87.43,79.31,Lavender
22.5,1,1,90.71,47.45,Lavender
20.03,3,1,95.29,93.11,Lavender
23.26,3,1,91.14,105.96,Lavender
19.85,3,1,83.89,64.19,Lavender
30.39,3,1,81.3,108.26,Lavender
16.92,1,1,93.16,105.49,Lavender
16.24,1,1,84.47,66.23,Lavender
23.59,2,1,90.03,51.64,Lavender
25.46,1,1,94.68,108.59,Lavender
31.48,1,1,88.42,99.23,Lavender
23.13,1,1,88.25,26.25,Lavender
23.43,3,1,86.12,86.24,Lavender
28.7,1,1,87.81,86.28,Lavender
27.41,3,1,90.83,89.47,Lavender
28.51,1,1,89.92,35.52,Lavender
19.85,3,1,93.91,78.03,Lavender
24.69,1,1,95.84,88.78,Lavender
24.62,2,1,86.71,115.62,Lavender
25.11,1,1,95.68,112.51,Lavender
28.76,1,1,90.64,74.92,Lavender
22.3,1,1,91.85,53.27,Lavender
19.69,1,1,86.31,52.04,Lavender
23.81,1,1,91.39,29.05,Lavender
18.85,2,1,93.31,95.38,Lavender
16.12,2,1,89.62,73.86,Lavender
16.03,1,1,81.9,49.14,Lavender
22.52,1,1,89.35,30.49,Lavender
22.85,1,1,83.64,46.22,Lavender
19.46,2,1,86.67,73.58,Lavender
25.53,2,1,87.18,99.41,Lavender
23.16,3,1,91.28,71.69,Lavender
22.91,1,1,86.73,96.09,Lavender
31.84,1,1,88.06,114.55,Lavender
31.64,1,1,81.87,43.43,Lavender
27.89,3,1,90.91,39.52,Lavender
19.38,1,1,81,100.74,Lavender
29.56,1,1,85,114.74,Lavender
25.79,2,1,90.64,81.02,Lavender
28.61,2,1,84.82,79.44,Lavender
25.33,1,1,80.12,115.49,Lavender
22.92,1,1,87.09,91.64,Lavender
22.66,2,1,90.4,80.47,Lavender
31.41,3,1,93.55,41.93,Lavender
30.68,2,1,94.23,41,Lavender
31.98,3,1,83.92,84.73,Lavender
27.05,2,1,95.27,91.23,Lavender
27.17,3,1,85.95,35.29,Lavender
31.02,1,1,80.71,28.29,Lavender
19.91,1,1,84.95,97.07,Lavender
22.76,1,1,82.8,95.01,Lavender
18.23,3,1,84.34,79.12,Lavender
16.01,3,1,88.88,61.04,Lavender
18.79,2,1,89.53,50.74,Lavender
24.96,1,1,82.43,98.44,Lavender
30.9,1,1,86.29,56.79,Lavender
16.76,2,1,89.93,40.15,Lavender
29.83,3,1,88.39,51.11,Lavender
17.8,2,1,88.93,38.59,Lavender
19.68,1,1,94.63,115.95,Lavender
20.81,2,1,91.47,100.19,Lavender
26.9,1,1,84.83,115.62,Lavender
23.23,2,1,87.7,71.66,Lavender
22.66,1,1,81.62,98.82,Lavender
28.88,1,1,84.77,54.48,Lavender
29.85,2,1,95.01,54.61,Lavender
30.35,1,1,91.1,69.27,Lavender
28.93,2,1,95.86,55.3,Lavender
31.56,1,1,86.68,80.22,Lavender
18.05,1,1,88.41,34.72,Lavender
31.97,1,1,95.43,48.6,Lavender
30.17,1,1,89.94,83.1,Lavender
26.94,1,1,87.33,76.13,Lavender
27.77,3,1,91.69,31.89,Lavender
20.25,2,1,90,50.97,Lavender
24.92,2,1,95.51,114.38,Lavender
19.13,3,1,95.29,112.46,Lavender
27.97,1,1,92.75,45.83,Lavender
29.61,1,1,84.06,73.72,Lavender
18.14,3,1,89.48,82.27,Lavender
18.18,1,1,95.02,108.11,Lavender
24.58,3,1,80.03,106.65,Lavender
26.57,2,1,81.69,103,Lavender
29.23,2,1,87.49,114.27,Lavender
25.84,1,1,90.34,27.21,Lavender
28.23,1,1,82.05,56,Lavender
20.23,2,1,85.36,27.17,Lavender
21.81,2,1,80.21,55.21,Lavender
29.11,1,1,91.97,71.85,Lavender
26.68,3,1,83.23,47.18,Lavender
19.07,2,1,93.41,35.27,Lavender
30.87,3,1,88.98,40.28,Lavender
31.9,1,1,90.2,116.56,Lavender
24.91,1,1,82.87,92.42,Lavender
28.5,1,1,82.97,101.13,Lavender
31.23,1,1,85.45,108.59,Lavender
27.8,1,1,94.85,74.3,Lavender
25.85,1,1,81.97,112.8,Lavender
19.77,2,1,88.37,82.45,Lavender
29.28,1,1,83.99,102.55,Lavender
20.02,1,1,91.68,98.05,Lavender
24.37,2,1,84.96,44.33,Lavender
24.54,1,1,95.77,97.27,Lavender
25.23,1,1,88.19,106.29,Lavender
28.64,1,1,87.33,47.54,Lavender
20.87,1,1,92.91,102.84,Lavender
30.31,1,1,86.82,67.46,Lavender
28.69,3,1,93.78,113.57,Lavender
20.32,1,1,95.69,64.5,Lavender
29.04,2,1,85.13,32.25,Lavender
19.67,1,1,93.99,39.25,Lavender
28.37,3,1,91.24,27.01,Lavender
19.63,3,1,85.52,74.81,Lavender
18.97,2,1,95.71,111.65,Lavender
22.68,2,1,94.38,41.64,Lavender
31.73,3,1,85.64,105.19,Lavender
20.38,3,1,94.89,43.76,Lavender
21.78,3,1,91.59,112.51,Lavender
16.54,2,1,88.98,29.09,Lavender
24.95,1,1,84.4,28.64,Lavender
27.79,3,1,84.77,89.5,Lavender
16.18,1,1,85.65,42.02,Lavender
19.88,3,1,94.75,87.34,Lavender
19.9,1,1,89.03,101.01,Lavender
18.78,3,1,93.41,90.95,Lavender
17.03,1,1,84.03,87.02,Lavender
25.26,1,1,92.85,36,Lavender
18.52,3,1,80.07,38.99,Lavender
26.39,1,1,88.79,111.67,Lavender
23.18,3,1,94.03,86.73,Lavender
31.71,1,1,84.07,94.72,Lavender
30.5,1,1,87.43,107.82,Lavender
24.7,1,1,93.22,39.89,Lavender
16.61,2,1,80.44,99.09,Lavender
30.1,1,1,81.89,27.11,Lavender
24.99,1,1,89.86,100.98,Lavender
19.27,1,1,87.98,97.29,Lavender
18.49,1,1,93.1,112.39,Lavender
24.66,3,1,89.27,30.81,Lavender
24.97,1,1,80.9,33.67,Lavender
18.42,3,1,95.79,51.76,Lavender
23.2,2,1,80.18,113.94,Lavender
20.45,3,1,87.51,36.01,Lavender
16.36,2,1,87.35,77.86,Lavender
27.24,1,1,93.77,67.76,Lavender
30.12,3,1,91.57,40.47,Lavender
27.75,3,1,82.27,29.54,Lavender
24.36,1,1,87.54,40.07,Lavender
22.18,1,1,81.77,54.16,Lavender
26.56,1,1,95.29,87.14,Lavender
18.17,2,1,87.88,97.34,Lavender
23.84,2,1,89.12,81.21,Lavender
31.04,1,1,83.61,40.01,Lavender
20.25,3,1,81.36,87.12,Lavender
16.09,1,1,84.99,89.29,Lavender
19.12,1,1,94.18,109.05,Lavender
23.17,1,1,89.89,48.2,Lavender
24.22,3,1,85.43,87.47,Lavender
27.54,1,1,89.37,115.4,Lavender
22.06,3,1,92.02,65.87,Lavender
23.16,1,1,95.2,94.75,Lavender
25.76,2,1,95.34,35.71,Lavender
25.78,2,1,91.33,86.57,Lavender
29.96,3,1,93.54,37.02,Lavender
30.45,3,1,86.26,93.04,Lavender
28.22,3,1,93.3,70.75,Lavender
20.22,1,1,89.95,74.81,Lavender
17.78,1,1,88.23,105.81,Lavender
20.67,1,1,80.51,82.48,Lavender
24.86,1,1,89.19,62.85,Lavender
29.78,1,1,94.65,65.48,Lavender
19.34,1,1,92.62,74.71,Lavender
16.13,1,1,93.59,85.89,Lavender
26.4,1,1,88.15,32.07,Lavender
24.43,1,1,84.63,89.35,Lavender
23.68,1,1,94.75,66.79,Lavender
19.4,1,1,88.9,31.02,Lavender
18.84,1,1,84.36,61.5,Lavender
24.09,1,1,95.12,114.77,Lavender
16.27,1,1,82.98,37.97,Lavender
22.38,1,1,92.25,36.95,Lavender
20.8,2,1,83.59,62.93,Lavender
24.55,3,1,92.94,109.28,Lavender
29.75,3,1,89.73,92.86,Lavender
17.26,1,1,88.42,36.23,Lavender
28.76,3,1,87.73,90.89,Lavender
23.02,2,1,81.44,74.88,Lavender
30.83,1,1,86.71,96.51,Lavender
24.66,1,1,84.24,105.62,Lavender
26.83,1,1,95.97,73.15,Lavender
27.11,2,1,91.2,45.05,Lavender
25.26,3,1,91.68,29.78,Lavender
28,1,1,91.87,114.57,Lavender
28.06,2,1,88.99,99.84,Lavender
26.22,1,1,91.6,116.27,Lavender
21.18,1,1,82.83,103.28,Lavender
16.5,1,1,91.84,35.37,Lavender
27.51,1,1,80.78,108.7,Lavender
25.19,2,1,86.64,37.09,Lavender
16.56,3,1,89,57.78,Lavender
31.67,1,1,82.55,62.27,Lavender
19.99,3,1,83.71,26.83,Lavender
31.18,2,1,80.56,35.41,Lavender
29.82,1,1,81.48,108.64,Lavender
22.22,1,1,82.67,108.59,Lavender
26.87,2,1,81.38,104.06,Lavender
24.34,1,1,82.78,38.23,Lavender
22.37,1,1,89.73,53.29,Lavender
18.21,2,1,80.23,49.27,Lavender
17.86,2,1,88.71,84.41,Lavender
27.77,1,1,81.02,101.84,Lavender
17.44,1,1,90.13,110.73,Lavender
25.51,3,1,85.23,55.97,Lavender
24,1,1,86.66,58.5,Lavender
19.59,1,1,80.05,97.37,Lavender
26.82,1,1,94.81,68.95,Lavender
28.48,1,1,92.27,105.34,Lavender
24.98,2,1,80.66,64.44,Lavender
21.04,1,1,93.11,114.62,Lavender
21.7,3,1,87.35,74.04,Lavender
26.98,1,1,84.39,90.1,Lavender
21.26,1,1,88.76,59.37,Lavender
26.69,1,1,95.45,76.68,Lavender
21.38,3,1,87.01,111.14,Lavender
28.59,1,1,84.37,39.49,Lavender
16.49,2,1,89.03,114.6,Lavender
19.59,1,1,83.48,76.25,Lavender
17.84,2,1,87.7,102.71,Lavender
29.43,1,1,85.71,76.98,Lavender
21.84,1,1,86.29,75.09,Lavender
25.28,1,1,91.5,109.25,Lavender
26.76,1,1,81.71,58.73,Lavender
16,1,1,88.81,59.34,Lavender
24.54,1,1,83.9,105.63,Lavender
26.86,1,1,85.17,100.91,Lavender
27.47,1,1,88.89,55.29,Lavender
28.7,3,1,89.32,50.51,Lavender
19.14,3,1,87.02,36.27,Lavender
21.69,1,1,94.87,76.3,Lavender
20.27,1,1,82.15,71.11,Lavender
28.45,1,1,82.33,72.46,Lavender
27.7,1,1,87,99.55,Lavender
17.82,1,1,85.64,95.72,Lavender
27.84,2,1,87.16,77.36,Lavender
30.84,2,1,90.51,34.76,Lavender
30.16,1,1,93.02,62.84,Lavender
16.54,1,1,81.38,76.32,Lavender
30.79,1,1,95.14,71.28,Lavender
30.38,2,1,93.45,107.92,Lavender
31.44,1,1,84.59,102.11,Lavender
24.93,3,1,92.14,34.61,Lavender
18.99,1,1,82.62,115.09,Lavender
17.93,2,1,94.28,59.89,Lavender
23.85,1,1,90.37,105.62,Lavender
24.71,3,1,93.43,62.61,Lavender
17.8,1,1,86.8,51.64,Lavender
16.21,1,1,93.37,89.87,Lavender
18.73,2,1,87.93,68.02,Lavender
22.86,2,1,92.04,90.31,Lavender
22.43,3,1,80.04,39.91,Lavender
18.23,2,1,83.52,88.39,Lavender
20.54,1,1,89.49,95.31,Lavender
26.02,1,1,90.16,51.33,Lavender
21.06,1,1,81.72,105.47,Lavender
16.98,2,1,83.86,98.57,Lavender
25.34,2,1,80.79,249.43,Mawar
18.19,1,1,73.08,148.47,Mawar
29.82,3,1,73.46,155.44,Mawar
27.61,3,1,79.15,175.45,Mawar
23.05,1,1,77.69,234.2,Mawar
29.5,3,1,72.68,224.28,Mawar
20.58,2,1,75.83,198.94,Mawar
28.22,1,1,70.36,187.61,Mawar
21.33,3,1,74.75,211,Mawar
24.29,2,1,72.8,146.35,Mawar
17.13,2,1,80.13,198.38,Mawar
19.28,2,1,70.37,187.56,Mawar
19.85,3,1,79.28,197.16,Mawar
28.32,3,1,80.58,225.71,Mawar
27.77,3,1,76.36,206.33,Mawar
29.21,3,1,71.67,239.46,Mawar
24.3,3,1,72.43,200.21,Mawar
27.71,2,1,73.73,157.63,Mawar
26.25,2,1,73.11,174.43,Mawar
25.65,2,1,80.32,170.6,Mawar
17.57,1,1,79.91,212.22,Mawar
25.49,3,1,76.23,208.1,Mawar
16.77,2,1,77.86,159.25,Mawar
23.27,2,1,70.63,240.89,Mawar
16.15,1,1,76.52,130.81,Mawar
18.29,3,1,70.39,234.18,Mawar
25.61,1,1,71.45,175.79,Mawar
19.44,2,1,73.51,244.03,Mawar
17.14,2,1,70.17,235.89,Mawar
21.1,3,1,75.31,198.7,Mawar
27.41,1,1,70.58,137.94,Mawar
29.19,3,1,73.23,215.02,Mawar
18.99,2,1,79.14,214.53,Mawar
20.18,1,1,72.47,204.6,Mawar
21.16,3,1,74.34,157.52,Mawar
28.94,1,1,76.11,207.85,Mawar
25.67,3,1,76.83,148.25,Mawar
17.25,1,1,80.25,216.83,Mawar
29.48,1,1,74.95,198.24,Mawar
19.95,1,1,80.92,125.53,Mawar
22.24,2,1,71.89,193.24,Mawar
29.77,1,1,75.21,160.05,Mawar
21.97,3,1,74.61,193.5,Mawar
25.32,2,1,73.9,202.46,Mawar
26.45,3,1,76.7,204.35,Mawar
28.22,2,1,74.55,133.1,Mawar
22.3,3,1,74.47,153.74,Mawar
17.33,3,1,80.34,224.6,Mawar
21.01,1,1,80.4,135.49,Mawar
24.04,1,1,70.65,230.74,Mawar
26.38,3,1,72.43,216.58,Mawar
25.37,3,1,77.92,133.65,Mawar
24.11,1,1,72.85,185.26,Mawar
20.58,2,1,75.82,150.67,Mawar
20.84,2,1,73.01,144.74,Mawar
26.95,1,1,74.22,187.13,Mawar
24.35,3,1,74.11,156.09,Mawar
24.02,2,1,75.59,242.42,Mawar
24.34,3,1,73.45,167.19,Mawar
26.62,3,1,76.47,140.77,Mawar
29.31,3,1,77.41,158.46,Mawar
20.24,1,1,76.44,152.7,Mawar
29.76,3,1,80.78,222.76,Mawar
21.81,1,1,72.37,151.43,Mawar
29.84,1,1,73.96,147.67,Mawar
18.35,3,1,73.79,190.29,Mawar
28.36,3,1,79.11,185.81,Mawar
20.3,3,1,73,162.71,Mawar
26.02,1,1,73.68,143.74,Mawar
27.58,1,1,77.91,236.05,Mawar
18.37,3,1,72.07,168.36,Mawar
18,3,1,74.26,196.59,Mawar
18.9,3,1,79.53,151.65,Mawar
25.98,1,1,76.44,159.23,Mawar
29.68,2,1,77.14,185.48,Mawar
21.75,1,1,72.6,173.59,Mawar
17.37,3,1,70.06,172.12,Mawar
22.91,2,1,70.24,195.28,Mawar
17.58,2,1,72.95,213.59,Mawar
18.71,3,1,80.53,128.2,Mawar
21.35,2,1,74.71,135.24,Mawar
20.09,3,1,73.35,171.16,Mawar
27.56,3,1,72.68,156.34,Mawar
28.55,2,1,80.92,236.41,Mawar
28.36,1,1,72.45,236.15,Mawar
28.9,1,1,71.53,248.61,Mawar
18.92,1,1,75.75,170.38,Mawar
20.86,3,1,73.53,227.75,Mawar
25.83,1,1,77.13,206.7,Mawar
19.72,3,1,72.99,175.83,Mawar
19.55,1,1,78.17,127.51,Mawar
19.62,2,1,76.46,165.9,Mawar
24.65,2,1,77.77,176.88,Mawar
22.39,1,1,78.4,132.86,Mawar
27.39,1,1,71.96,139.27,Mawar
26.34,2,1,74.05,144.11,Mawar
20,2,1,72.19,125.2,Mawar
21.07,3,1,77.03,170.13,Mawar
25.44,2,1,80.33,194.05,Mawar
20.8,3,1,71.78,201.96,Mawar
25.21,3,1,74.23,159.78,Mawar
29.36,3,1,75.67,226.41,Mawar
